500
0 499
150 379 178578767
150 380 724285148
150 381 378207051
150 383 915641188
150 384 407580426
150 389 1282356118
150 391 1102583955
150 393 481597920
150 399 301561539
150 400 1749919186
150 401 290600263
150 404 205803589
150 406 1253989180
150 407 5336072
150 408 607902597
150 411 1951905921
150 413 1051165389
150 414 814708935
150 417 1067677656
150 421 693499333
150 424 778786241
150 426 491980065
150 427 910357094
150 428 2043038624
150 431 1054950063
150 432 442795263
150 433 1269533990
150 434 830311479
150 435 615985276
150 436 133468864
150 439 86190947
150 442 1750119146
150 445 1171787228
150 446 1707508535
150 447 1596809743
150 451 466771618
150 452 407647619
150 456 1956530405
150 458 1043255478
150 460 2131486226
150 461 656599566
150 464 1312903185
150 465 649089158
150 466 1357084551
150 467 65681328
150 468 1451068354
150 469 456398323
150 471 67948335
150 475 418162411
150 476 1743230887
150 477 237235854
150 478 2043497700
150 479 1827142605
150 480 1699596968
150 482 941949380
150 484 1416259788
150 486 211389492
150 487 405416004
150 498 769958890
150 499 1347658432
151 1 833016139
151 3 1526077515
151 7 2133717077
151 8 2035831831
151 9 1741724528
151 14 742439911
151 16 150711407
151 17 969471171
151 21 1268277458
151 23 2121585757
151 26 1568282958
151 28 1360178335
151 33 1203057677
151 34 313580111
151 35 1361168037
151 36 57599233
151 41 740792863
151 43 1557054375
151 44 2129765871
151 47 118824970
151 51 923265000
151 53 557414276
151 55 1870093982
151 56 964790585
151 57 1055412306
151 58 1805885530
151 60 1280121109
151 62 1364764938
151 63 3743148
151 66 726835167
151 69 1791567070
151 70 864438395
151 72 372265868
151 73 2131124304
151 77 791437771
151 78 414397847
151 79 798612167
151 84 1835204245
151 85 503384368
151 86 1355983703
151 89 1958936564
151 91 2032925139
151 95 577286763
151 97 538068494
151 98 476893755
151 99 1661144123
151 103 881444923
151 104 1432273167
151 107 909675459
151 108 1873812127
151 109 1946093130
151 110 1219806262
151 111 2135518043
151 118 215090071
151 121 2146218905
151 123 1546636765
151 124 775197484
151 126 689728136
151 129 1996211587
151 131 1142855285
151 132 1778976678
151 133 1427914022
151 134 2053264433
151 136 270888922
151 139 114239613
151 142 930417728
151 143 1503583101
151 145 506432338
151 146 214630995
151 148 1944524653
151 150 404938664
151 154 1991684225
151 156 1067350651
151 158 949871425
151 159 1210510648
151 160 990984339
151 162 139478559
151 165 1002024096
151 166 2074979918
151 168 606608940
151 170 1076630601
151 176 1951601863
151 177 1926157053
151 180 1643216613
151 182 988898576
151 184 641590851
151 185 1596743465
151 188 409170438
151 189 465800899
151 190 544856192
151 191 1273255696
151 192 953819114
151 199 850019069
151 200 79377073
151 201 16617065
151 204 411713464
151 208 465361520
151 210 872101313
151 211 286176570
151 213 1788993551
151 215 255713419
151 217 862954681
151 218 1598177524
151 220 1306569775
151 222 1156153882
151 224 1415721166
151 225 775681582
151 228 1176895264
151 230 1159661312
151 231 1377647955
151 232 1236296929
151 234 182820761
151 237 860947192
151 238 1795486890
151 240 862125244
151 241 955932274
151 245 2078852539
151 246 156720427
151 251 1146515389
151 254 1692564484
151 258 2098071392
151 259 992713979
151 261 484839260
151 262 1823873714
151 263 1582812322
151 266 1698748506
151 269 1712337591
151 270 872245561
151 271 1584845500
151 273 846001880
151 276 254974203
151 277 528184852
151 280 974137412
151 282 2076793225
151 283 1992259944
151 285 944849491
151 287 2109226264
151 289 1713899753
151 291 2109331941
151 292 1947048926
151 293 1998255424
151 294 1658387159
151 296 200081085
151 298 612599049
151 305 287937494
151 307 1658201286
151 310 1417301053
151 311 1210946377
151 312 311717179
151 315 1444113156
151 317 1371007266
151 319 1800531648
151 320 1070784814
151 322 1453478603
151 326 994798704
151 328 865093769
151 329 1390517118
151 331 748468299
151 335 2048370183
151 336 740111161
151 339 982535699
151 342 1239453073
151 344 1306479381
151 346 1342984707
151 348 1385592824
151 349 241721237
151 351 1741743582
151 352 1795574072
151 353 837834335
151 354 1678761873
151 355 1828951292
151 358 1063255151
151 359 1210822388
151 362 1662474434
151 363 1749729092
151 364 627970923
151 365 1793833116
151 366 1990626489
151 369 1113021374
151 375 521671535
151 376 47344342
151 377 1353638778
151 379 1676056681
151 380 1865603272
151 381 967874474
151 390 1552028986
151 391 24252835
151 392 44446378
151 393 1801644961
151 396 719041721
151 397 485201419
151 400 1813361562
151 401 1495418434
151 404 1317960260
151 406 348120748
151 411 1222879628
151 413 1591035351
151 414 524975298
151 417 999705893
151 418 944826798
151 422 1120674700
151 423 1796611821
151 426 1780974025
151 427 1004117573
151 428 899784544
151 429 1765912968
151 430 894510236
151 432 113491712
151 434 64460583
151 438 1763959240
151 439 467606639
151 441 621599221
151 442 1618584859
151 443 1289849917
151 446 431802766
151 448 1684239929
151 453 708759907
151 454 1682475694
151 455 1990109518
151 461 213960933
151 462 2091331159
151 463 591803585
151 471 1072718365
151 472 1789911108
151 473 947936983
151 476 1483908630
151 481 220553639
151 482 291714198
151 484 982037588
151 485 368459626
151 487 1648458755
151 489 375933637
151 490 2120296406
151 493 1568632210
151 495 1861615087
151 496 1424800621
151 499 1899816014
152 3 1785509887
152 5 1307101979
152 6 493792751
152 8 1592654298
152 9 276286032
152 12 1392162623
152 14 1888018742
152 16 2023405279
152 17 383189331
152 23 945291264
152 26 1038370983
152 27 1919014171
152 28 2084279968
152 29 69074221
152 33 312165309
152 34 1486282328
152 37 1952990834
152 38 957262084
152 40 954773475
152 41 482277722
152 43 1578487849
152 46 1362954282
152 47 796116901
152 48 425698089
152 49 448774990
152 50 618764878
152 51 2016232288
152 52 254694992
152 54 1965393735
152 56 1619926365
152 57 2031028865
152 58 1645360322
152 62 298137036
152 63 1417089515
152 64 1812548978
152 65 1246627990
152 66 206249572
152 68 133932263
152 71 1382904361
152 73 150989649
152 75 2013534547
152 77 1501431837
152 82 866093300
152 84 1267345767
152 86 618671511
152 88 1467613901
152 90 1166774611
152 92 1555397551
152 93 1745727907
152 96 1469545485
152 98 53960000
152 100 119842273
152 101 1700151453
152 105 1642595360
152 106 295799951
152 107 741288550
152 110 436272769
152 111 1276417369
152 113 1844457324
152 116 2082968998
152 121 1710982628
152 122 325589317
152 124 309310792
152 125 708575650
152 127 1068021093
152 128 1890668371
152 131 1357078443
152 132 210336331
152 134 1056315012
152 136 327716909
152 138 1254127877
152 139 1092859728
152 140 1173204540
152 141 785327738
152 142 2052465359
152 144 190835900
152 145 147745578
152 147 1566726591
152 148 200500446
152 149 1593778070
152 150 152472606
152 151 1504628704
152 153 1421525492
152 154 897254435
152 157 1259370326
152 159 1002322973
152 160 1462015485
152 161 1025131684
152 162 1269745432
152 164 1216687155
152 167 159248422
152 169 1919110058
152 170 2085444235
152 171 982241296
152 173 1951317926
152 174 1677844702
152 175 1881179712
152 176 1967324607
152 180 524849193
152 183 756292799
152 186 59848870
152 187 704977779
152 190 1127240618
152 191 1601696609
152 192 1642320956
152 195 1714576905
152 200 337165561
152 201 8697144
152 202 1067114029
152 209 243086958
152 210 282769697
152 211 513020228
152 212 80462697
152 213 454433788
152 215 1318726227
152 218 151487305
152 221 1104724742
152 222 2050811193
152 224 131622678
152 226 1679515075
152 228 202575095
152 231 358575584
152 232 1647733004
152 233 340282831
152 234 1118089957
152 235 433082648
152 236 1762331673
152 237 1053560918
152 238 123364180
152 240 542859713
152 241 1852306205
152 242 1015430697
152 244 1658177416
152 246 2143069713
152 248 705135045
152 251 1864158365
152 253 150395886
152 255 1810720173
152 256 1850257000
152 260 706565762
152 263 1747180729
152 265 1207634686
152 268 461206216
152 272 2113257677
152 276 1893009241
152 279 2108942970
152 285 8768444
152 286 156425109
152 289 1494158563
152 290 49314693
152 292 715860660
152 293 551564465
152 295 799174385
152 296 790740711
152 297 337523458
152 299 1744673230
152 301 142316882
152 304 2023726816
152 307 1800750428
152 309 1375804709
152 310 1391219116
152 311 522062558
152 315 519752352
152 317 1749692800
152 319 331072001
152 322 1011868224
152 326 141396815
152 329 125390857
152 331 288391996
152 333 1392424283
152 335 816389069
152 336 1890908386
152 337 1420574861
152 339 1102095853
152 340 1367875385
152 342 1440113200
152 343 852457428
152 345 1893791966
152 350 1743861937
152 351 819012038
152 352 1103344699
152 353 608705966
152 355 1786077286
152 360 1471247737
152 361 476302096
152 363 98952323
152 364 1128767225
152 365 578175522
152 366 1381886359
152 369 789268543
152 370 2088864728
152 371 1699525316
152 373 259955342
152 375 316533838
152 377 1435944717
152 380 2074650616
152 381 373172817
152 383 158240906
152 386 419833453
152 387 58142185
152 388 1763297612
152 389 174133825
152 391 1325380163
152 396 1962243368
152 397 1603929697
152 398 286388530
152 399 802318317
152 401 1498283786
152 403 807442575
152 405 1368309076
152 407 817252012
152 408 1174453833
152 411 1378945519
152 414 1069045852
152 417 923729831
152 418 1189101476
152 420 1732421866
152 421 1242252183
152 422 558941154
152 425 1499822144
152 430 19997914
152 431 357452847
152 432 1335221197
152 434 1963771245
152 436 1698121502
152 442 1615192310
152 443 1321935454
152 446 1971555812
152 448 936013715
152 450 899508468
152 451 1709598203
152 452 1887742645
152 453 445588673
152 455 1837310511
152 457 639369908
152 459 920748770
152 463 1996436967
152 464 1236760398
152 466 513101083
152 468 1438617605
152 471 1541883239
152 473 143356516
152 474 962523655
152 475 580747528
152 478 1851584753
152 481 1690493410
152 482 1731422008
152 483 215083224
152 485 927761684
152 487 817475998
152 488 1969688282
152 489 1696566201
152 492 1282929074
152 494 1687324539
152 495 105694629
152 496 1965911692
152 498 104910392
153 3 505370279
153 8 1461627301
153 10 1128252741
153 12 1807916832
153 13 1160178748
153 19 1273854211
153 20 830126714
153 21 712065600
153 22 1550785904
153 23 1340967044
153 24 1523995412
153 28 329906990
153 29 1621456035
153 34 585824036
153 43 1094991309
153 44 217282896
153 46 2088765012
153 51 836184193
153 52 1456274958
153 54 319181823
153 59 1893383658
153 60 1702595874
153 66 1269103729
153 68 246893561
153 69 742887040
153 70 1663776075
153 71 1520855182
153 72 311097209
153 73 505541741
153 74 67634309
153 79 2086371570
153 80 1213920590
153 85 2070080212
153 87 247203770
153 88 1610518858
153 89 1999402955
153 90 1581451371
153 92 1980020665
153 93 665856468
153 96 919922673
153 97 1621796345
153 98 501530410
153 99 637892398
153 101 232771687
153 104 1074969050
153 108 902456653
153 110 1644048932
153 111 1536882638
153 112 1353890642
153 113 1389234813
153 114 518902814
153 115 587568959
153 117 119977309
153 118 1924262215
153 119 578299773
153 122 828366297
153 123 1665684280
153 124 508486738
153 125 1480737260
153 128 1551815376
153 129 1484595289
153 130 1055652687
153 131 1604436674
153 132 100571806
153 134 1325301590
153 135 629372638
153 137 946109767
153 138 157908006
153 142 837380231
153 147 499925770
153 148 824681130
153 149 1243184183
153 150 773687612
153 151 1472854515
153 154 176228495
153 155 1873295539
153 156 252899033
153 158 733815161
153 159 2019561187
153 160 1618121376
153 170 848867965
153 172 332230275
153 174 1633787606
153 177 949659034
153 178 1180644390
153 180 1279765559
153 181 1606727663
153 185 616157966
153 189 855285861
153 190 264660249
153 192 1403538684
153 195 2037613140
153 197 246090520
153 199 1483586296
153 201 1044841850
153 202 1365881611
153 203 1401712920
153 205 2099759073
153 206 566978384
153 207 976773055
153 211 966138525
153 212 261114857
153 215 1955232116
153 216 33150973
153 218 1487170412
153 225 2125079942
153 227 1283554747
153 229 273632625
153 231 597049108
153 233 1744434544
153 234 2114496906
153 235 324015570
153 241 282059911
153 242 911114452
153 243 1858768770
153 244 1933749316
153 250 1421070453
153 252 38417725
153 253 842097862
153 254 1133274385
153 255 734686434
153 256 1603303116
153 258 566756389
153 260 947295607
153 263 1145178153
153 268 756481179
153 269 1009050008
153 270 1985344603
153 273 790759285
153 274 1961914322
153 275 1642303673
153 276 70166790
153 278 851680400
153 279 1626941382
153 282 1249025657
153 283 490760979
153 285 739144159
153 288 1603655864
153 290 1189921023
153 291 617179053
153 292 1089227218
153 294 1708633093
153 295 615727940
153 303 695254813
153 306 1406551901
153 307 940788756
153 310 515650991
153 314 1528208957
153 315 1262008074
153 317 1804283626
153 319 723041655
153 320 1558959151
153 321 1140350280
153 322 1827921432
153 323 978379407
153 326 16349517
153 329 1368489199
153 332 492385688
153 333 952217006
153 334 1805947121
153 337 108555730
153 339 1725910091
153 340 1764059723
153 341 1428995811
153 342 1011609787
153 344 516179553
153 345 1250000241
153 348 543347055
153 350 414147898
153 352 248788084
153 353 836509922
153 354 1967460590
153 360 1247691850
153 361 1469020417
153 362 447400041
153 363 1965649648
153 370 782890419
153 372 1256069136
153 376 1410804682
153 378 1156409006
153 384 1587551135
153 386 1066848571
153 390 425722653
153 391 1904264582
153 393 2116767129
153 394 1441990870
153 396 1162278102
153 397 1891738057
153 401 94632278
153 403 1458288423
153 405 466151598
153 407 800734642
153 409 1870257556
153 412 670657081
153 413 211232385
153 415 2075887668
153 418 1356446061
153 419 1178918561
153 422 668693420
153 424 2063174937
153 425 81948553
153 426 712832215
153 427 1507564253
153 428 1436561632
153 429 2044065124
153 431 1874970009
153 435 1799450483
153 436 1604568503
153 447 1764325925
153 448 1955018278
153 450 783130750
153 451 1372368651
153 453 579485465
153 454 1940548199
153 455 521762620
153 457 1399867303
153 459 2129996594
153 460 1032868318
153 462 138017437
153 465 1483732756
153 466 1958697189
153 468 1878602772
153 470 781223362
153 473 440544632
153 475 108345679
153 476 1475992746
153 477 1483151158
153 479 2086601373
153 480 346810189
153 482 1276154058
153 483 1112417809
153 484 814775238
153 486 1706512546
153 487 2037611316
153 489 2058039496
153 491 1647932316
153 493 1582085059
153 496 1283395036
153 497 317751978
153 498 235682655
154 3 431058732
154 5 738906859
154 6 586318557
154 7 1357332326
154 8 78049722
154 9 1083634215
154 10 780820800
154 12 811349646
154 13 1150113057
154 14 1836422286
154 15 521134883
154 16 532292906
154 17 1612934932
154 19 1566350107
154 20 1954523547
154 23 788700612
154 24 362357570
154 25 772361858
154 26 813600362
154 28 1336419092
154 29 1294073935
154 32 468473467
154 35 313375722
154 37 2094228556
154 42 1029317477
154 46 1454990580
154 48 2061525288
154 49 1972184085
154 50 926001325
154 51 913707312
154 52 1857434289
154 53 378521745
154 56 274588507
154 60 1045371259
154 62 664358228
154 65 1631535351
154 68 713541764
154 69 1697331754
154 75 248087451
154 78 1415760811
154 79 459297141
154 81 1698730092
154 82 1146294941
154 84 1100050581
154 87 1794825319
154 89 667412426
154 90 956131615
154 91 762224964
154 93 1136338754
154 94 2136770250
154 95 806955648
154 98 1692477115
154 101 2080561499
154 106 1784399296
154 107 158762575
154 112 1653779271
154 113 1538151654
154 116 1483910287
154 117 2010514048
154 119 629189533
154 120 676615845
154 122 686891321
154 123 676966144
154 126 410679806
154 127 263461257
154 129 1121829640
154 132 1695238700
154 133 1599239847
154 135 1162215993
154 139 458818189
154 142 1444899099
154 143 908678552
154 145 861492585
154 146 1078684723
154 147 1413013596
154 149 944265592
154 155 1474641767
154 156 1865708115
154 157 476380303
154 161 2024550709
154 162 1520079893
154 164 483517265
154 168 409405957
154 169 2060969268
154 170 181455912
154 171 1728078350
154 172 792079266
154 173 1039036911
154 176 1158013862
154 177 2023880943
154 181 1353196082
154 184 1769927342
154 187 2097567012
154 188 161900476
154 190 420352116
154 191 999934257
154 194 626829653
154 197 1364159511
154 198 1472625502
154 200 1369200293
154 202 1851055167
154 204 379094547
154 206 1002857057
154 209 1312260084
154 210 412245178
154 214 1173527040
154 216 1186881645
154 218 1933551649
154 222 1959066022
154 225 353308066
154 227 340523334
154 231 805130635
154 232 1460567827
154 234 38774221
154 236 449039020
154 241 650219176
154 245 1773744265
154 248 461637808
154 256 452627931
154 257 1577731847
154 260 297881260
154 261 132357501
154 263 990567304
154 265 2036911683
154 266 497171745
154 268 261992094
154 269 1416872195
154 270 848738978
154 271 7254477
154 272 368206164
154 274 1004119961
154 275 924344047
154 276 1049626878
154 278 1849005411
154 281 637344070
154 283 237687940
154 285 1240631231
154 288 1607800391
154 296 1496210730
154 300 1725677992
154 303 1890202632
154 304 1788067442
154 305 120547358
154 306 558299963
154 308 1923961719
154 310 209697364
154 311 1912812173
154 313 1563016012
154 316 303400809
154 318 1436667425
154 323 525620634
154 324 1457910731
154 330 41589922
154 335 1692103950
154 337 287923691
154 338 2124878506
154 339 957267313
154 340 2246538
154 344 848613938
154 346 1867924654
154 347 530901773
154 349 1986116418
154 355 442848159
154 357 1398700544
154 359 218395876
154 364 1316993292
154 366 1878183104
154 367 1211711228
154 368 65716956
154 371 1519937416
154 372 1791295412
154 374 1308456004
154 377 862163701
154 379 507009951
154 380 426321910
154 381 1234098541
154 388 1860021293
154 390 1037913198
154 391 1908898617
154 395 983470743
154 397 837792238
154 398 1630403418
154 399 826367914
154 400 936507733
154 401 1077675342
154 404 1727111474
154 407 1218089733
154 411 441502868
154 414 20502609
154 415 257568700
154 417 1088635820
154 418 1056208372
154 419 2129858598
154 422 502144262
154 423 537306465
154 425 1638060075
154 426 563919682
154 427 592502980
154 428 2121351797
154 430 901391293
154 433 1603918803
154 435 166592195
154 436 798394327
154 438 1501854966
154 439 2101239452
154 441 863000242
154 445 2091227301
154 448 1836545301
154 450 1520844875
154 451 305910315
154 452 753332511
154 454 324679640
154 460 670903113
154 461 967948210
154 462 615181588
154 467 370231505
154 470 2039147662
154 471 1028190929
154 472 1489097640
154 475 1193781057
154 477 1939650866
154 478 1033450712
154 480 901669304
154 482 1640151384
154 484 792048729
154 487 1068225921
154 489 1007429629
154 490 1690949950
154 491 393661804
154 495 758088257
154 496 1109564277
155 4 1959160293
155 7 958670092
155 8 624480042
155 9 2020351517
155 11 1135077432
155 12 605698210
155 14 1549318521
155 19 678532731
155 20 1541355576
155 23 91209253
155 25 2092615712
155 26 1983016408
155 27 446581177
155 29 695367453
155 30 362959153
155 32 549681993
155 34 281198133
155 36 1050983929
155 38 917674573
155 39 644716671
155 40 366298099
155 41 281644012
155 42 1775304753
155 46 1227086495
155 47 1580044145
155 49 90292874
155 51 538224284
155 53 1833137796
155 56 1747193597
155 61 1533995141
155 62 1076278063
155 63 749454644
155 66 653881555
155 67 1949939056
155 71 1433566636
155 72 35358225
155 73 395149802
155 74 1044125369
155 75 837163989
155 78 1042303589
155 85 1324883041
155 86 200911587
155 87 2021482670
155 88 608406017
155 91 1276023487
155 96 839733475
155 100 466382724
155 102 1825366664
155 108 2079910556
155 112 1803285574
155 113 532139525
155 115 682908927
155 117 579301559
155 118 1357885403
155 120 1887574385
155 122 555384479
155 123 209908284
155 124 90083327
155 125 1125994249
155 128 217354487
155 130 600606152
155 131 684597827
155 132 1708607466
155 133 1928969396
155 134 2067397745
155 137 992972488
155 138 599272349
155 139 1183962711
155 142 479574272
155 146 668520474
155 147 145023009
155 149 1954623629
155 151 457028418
155 152 1362448439
155 156 292828972
155 157 1744522523
155 158 1285239181
155 159 1037687155
155 161 1889330189
155 163 158917413
155 164 1444700592
155 165 1010897730
155 168 2010563378
155 169 117684674
155 171 2029997408
155 173 1529943109
155 174 1601830993
155 176 2126796738
155 178 1327351124
155 179 575397390
155 181 1049138984
155 182 1144583662
155 183 1888132248
155 184 1360946284
155 185 454055712
155 187 289849707
155 189 1252004739
155 190 239795595
155 191 335539086
155 192 1485049116
155 198 1677434127
155 201 698075413
155 204 166622468
155 205 439984496
155 206 343835764
155 208 135217369
155 209 1602697175
155 211 1191871523
155 212 1096494179
155 213 1621598880
155 214 1241252948
155 215 2044036010
155 218 1125123647
155 220 641860132
155 223 1955621181
155 224 1049138499
155 228 99368309
155 229 1426207302
155 230 171546764
155 231 1857112870
155 232 1646872475
155 233 71380980
155 234 1818181573
155 237 163350135
155 239 195814262
155 240 34946950
155 241 1397862544
155 242 322329203
155 244 1059127242
155 247 682114539
155 249 1323835949
155 254 1547760372
155 255 1254128039
155 261 1376773164
155 262 1378309702
155 265 1633857476
155 266 1986991978
155 267 815393020
155 272 1755729138
155 273 2048891488
155 274 302893898
155 279 1672665748
155 280 172372041
155 283 317405709
155 284 124781596
155 285 1540658845
155 286 1120317680
155 287 2050008328
155 292 373654805
155 295 562276022
155 298 2114442656
155 300 1097217062
155 302 95296201
155 308 1809561556
155 309 365269928
155 310 1815066869
155 312 276766704
155 313 1856106184
155 322 1674028584
155 324 1339632250
155 325 536530523
155 326 109290100
155 327 725840631
155 329 173307774
155 334 1845166557
155 336 1976524875
155 337 53813892
155 339 313478216
155 342 1861843238
155 346 2048972711
155 348 1519507172
155 350 648191937
155 353 1989596369
155 354 1458798194
155 360 731435031
155 361 1572794948
155 364 1570274867
155 369 2026411921
155 370 2064178447
155 371 1576121533
155 374 48716347
155 376 1401049843
155 377 883701267
155 379 822286986
155 380 137389162
155 385 1565729859
155 387 994535357
155 388 150523922
155 390 885423538
155 392 1928888018
155 394 1059059354
155 402 1453624442
155 403 1733119442
155 406 1678352107
155 407 832606356
155 408 2117248
155 409 904627258
155 410 977874818
155 411 66357633
155 413 1169392668
155 415 1950640675
155 416 661585374
155 418 491286043
155 420 958229172
155 421 913049950
155 422 1199680046
155 424 957714507
155 425 1496229882
155 426 1912116322
155 427 249490078
155 429 1397361063
155 431 1617226916
155 432 1107332624
155 433 782560523
155 434 827740662
155 435 1559368873
155 436 1600514797
155 439 1136605883
155 441 981288237
155 444 784048725
155 446 255841973
155 450 695935520
155 451 1498767370
155 453 1567417525
155 454 1642948645
155 456 1695272167
155 458 1127137875
155 459 1560953261
155 463 115045593
155 465 1673633455
155 466 665576452
155 468 743378092
155 469 754693650
155 470 882425031
155 473 528389070
155 474 1469370803
155 476 1859950338
155 479 1051863229
155 480 617188681
155 481 1428351993
155 482 222206975
155 484 1378215139
155 487 1636977042
155 489 310992546
155 490 889527208
155 491 1405392728
155 492 1594477354
155 493 540609089
155 494 492771125
155 495 72784614
155 497 596559236
155 499 1563998783
156 3 1496149839
156 5 708957875
156 6 909487605
156 11 581682098
156 16 312291671
156 19 328772104
156 20 1996884428
156 23 439055454
156 28 1695297636
156 29 898437384
156 32 2121401585
156 33 274761531
156 34 1394923585
156 35 1070618978
156 36 1176167050
156 37 1341503384
156 39 917117031
156 40 896842979
156 42 191591472
156 43 961115033
156 44 870675340
156 45 1732623422
156 49 315428751
156 50 431284812
156 51 1140459782
156 52 459923503
156 53 1018245600
156 56 511119618
156 57 1540571204
156 58 354877307
156 62 1417774940
156 67 331412204
156 71 1077315815
156 72 478678492
156 74 999288938
156 75 1106882760
156 76 1152984319
156 80 632743761
156 85 606145553
156 86 498550389
156 87 2086507919
156 92 1032069354
156 95 1170747243
156 96 2052029738
156 99 1059890722
156 101 1004025870
156 102 386868875
156 104 2017333312
156 105 287180924
156 106 1415179963
156 108 123878289
156 109 1479978325
156 110 2011026197
156 115 626255007
156 116 702713051
156 117 1718516059
156 118 658528626
156 120 371031931
156 122 1916087318
156 123 525753288
156 128 33730746
156 132 1616205352
156 134 1064593522
156 135 1366541769
156 139 791709926
156 140 445727937
156 141 418848050
156 147 1396998827
156 149 1221267580
156 152 546579808
156 157 1206901834
156 159 1425454388
156 164 563764789
156 167 17473231
156 168 1616448702
156 169 684263062
156 173 1666783730
156 174 128107423
156 175 878866973
156 177 779568696
156 179 1746171661
156 180 1470921408
156 184 1253184955
156 186 658597568
156 188 1772586227
156 192 1770147577
156 195 776242842
156 196 1948734401
156 197 1725641684
156 199 1494930164
156 202 799142383
156 203 830183676
156 205 1631335765
156 211 1968759276
156 214 503804560
156 215 369022673
156 218 84825749
156 220 1097291183
156 222 1059104091
156 223 885847849
156 224 1388302852
156 225 1496509016
156 226 1477620767
156 228 163118332
156 229 1599212008
156 233 1652527006
156 235 743547524
156 236 957334433
156 237 1876800196
156 240 992486876
156 245 279844678
156 249 1006087970
156 250 1291430321
156 251 970835347
156 252 1997308880
156 253 1292691382
156 254 603080405
156 256 2120146914
156 261 87424874
156 264 485399099
156 265 518207934
156 269 850249106
156 270 175071681
156 271 264028319
156 272 25892097
156 273 943798702
156 275 1703095603
156 277 824449414
156 278 922105596
156 279 290690539
156 283 813518786
156 284 659569206
156 286 559476343
156 289 333677475
156 290 1753607860
156 291 760527331
156 292 477817163
156 293 1152625351
156 294 943567856
156 295 541582335
156 296 1204287379
156 299 165786050
156 300 1083647401
156 301 1677644006
156 303 2048560721
156 304 1317984906
156 305 466470700
156 309 1495587710
156 311 1902146411
156 315 880206824
156 319 549865263
156 320 1368054876
156 322 1744367807
156 327 650397121
156 329 805924671
156 330 2119013974
156 333 1047212747
156 335 916045444
156 336 292876849
156 337 1660769528
156 338 33751987
156 342 1161044378
156 343 724087101
156 344 242930517
156 345 1318084642
156 346 1710382328
156 349 1034377389
156 351 840194713
156 353 1882160621
156 354 444563283
156 357 657784143
156 359 1203190197
156 360 876479166
156 361 1128359865
156 364 1875605821
156 367 1306398800
156 368 553248355
156 369 1710531210
156 370 1234303957
156 371 250955102
156 373 676322598
156 374 556788576
156 377 2043820172
156 378 297730735
156 380 1615856635
156 382 76551984
156 383 843738677
156 384 1020163494
156 386 114456325
156 389 314547346
156 391 89114413
156 393 1153206958
156 394 167729921
156 396 1011003247
156 397 1695826445
156 398 163130198
156 399 372825452
156 400 2047784133
156 402 563991788
156 403 488712154
156 408 1678970425
156 410 2051015990
156 411 86390867
156 414 1270121781
156 420 1442058348
156 421 341844590
156 422 785809482
156 423 957384057
156 424 1018431995
156 425 2145922901
156 426 1524168267
156 432 171307616
156 437 105954309
156 442 1049178917
156 446 1159690774
156 451 134547653
156 452 1518999819
156 454 1073374678
156 455 707486767
156 456 518112308
156 460 1168271680
156 461 731073588
156 462 1020930463
156 463 604597620
156 464 722302572
156 465 1494125473
156 468 1070897889
156 473 1385673339
156 476 1427364415
156 477 252698715
156 478 1412662553
156 480 548882940
156 481 2135165384
156 484 775768078
156 486 682583488
156 487 876190198
156 488 1061790033
156 489 888907936
156 490 9205194
156 492 1431199046
156 494 1040909796
156 496 122653844
156 498 1028705177
156 499 1425541100
157 1 457433296
157 3 906383555
157 6 1668029685
157 7 1826932018
157 8 507364559
157 11 1073546510
157 12 2054337936
157 18 1251584124
157 20 838209589
157 23 162512136
157 24 260332329
157 25 1856138808
157 26 665513308
157 27 833913731
157 28 1190095534
157 29 2038509885
157 31 465108510
157 33 67308213
157 34 378718754
157 38 605563810
157 39 1620921389
157 40 1529233570
157 41 396141661
157 45 1120154064
157 47 536896744
157 50 97587357
157 51 5507967
157 53 801578299
157 54 1354581417
157 56 1293783286
157 58 682937372
157 60 1515791291
157 61 1636824274
157 62 338530423
157 63 1682022142
157 64 1148121239
157 65 883970452
157 66 142440878
157 67 1343270180
157 68 1081476516
157 73 146009692
157 77 591030137
157 80 353589970
157 82 1016017090
157 83 743019897
157 84 1982125497
157 86 2146893435
157 87 581475993
157 88 1650345224
157 89 551118596
157 93 1353917981
157 94 1940945347
157 95 228962295
157 96 1617801605
157 99 164961672
157 104 1569106188
157 107 156566488
157 116 1488365163
157 118 791174505
157 119 1826341643
157 122 1861960355
157 123 1635258296
157 125 2105468578
157 128 116603998
157 131 564106812
157 132 722146985
157 133 162935839
157 134 1782389909
157 138 489214154
157 140 1732763825
157 141 1866259910
157 142 1000656404
157 143 1441454623
157 144 886329246
157 146 1329887890
157 151 2119508874
157 153 980350579
157 158 1010865469
157 159 2111578065
157 160 2026887054
157 162 66422091
157 164 1808600228
157 165 1627844788
157 167 395104695
157 168 1117543346
157 169 1644127761
157 174 752499279
157 176 835092996
157 177 45465215
157 178 1743474000
157 179 1932240734
157 180 574353855
157 181 212654949
157 182 1881066999
157 183 203102527
157 187 68490201
157 190 227829542
157 191 2095978096
157 193 1374559413
157 195 1627470494
157 196 1729614880
157 197 29245998
157 198 1570555018
157 199 141219532
157 202 1336337332
157 203 176849476
157 204 425181299
157 205 2115359775
157 206 1718814165
157 209 142343618
157 218 938741184
157 219 1299220778
157 220 655510603
157 221 501642126
157 222 91566074
157 223 1196855195
157 226 859344154
157 227 137773242
157 229 894732802
